token,valence
vuurstenen,-0.05536676
gruwelijks,-0.075668976
walgde,-0.15349627
put,-0.1725515
zelfmedelijden,-0.2513689
wankele,-0.012200334
gedeprimeerd,-0.1318164
schuilhouden,-0.022257801
blindedarmontsteking,-0.027936287
vervoerd,0.06869127
siësta,0.12586638
middagdutje,0.06543207
blaren,-0.091875836
buitengewone,0.12063973
organisatie,0.039574705
wederopbouw,0.065674774
mindere,-0.04969179
bekendmaken,0.02730237
lieveling,0.12170592
society,0.0048059225
huwelijkscadeau,0.25983617
echtpaar,0.04574245
prestigieuze,0.19866627
honderdvijftig,0.07193238
zwaargewond,-0.12773988
regie,-0.0027244017
architect,0.23713109
overvloed,0.052771308
prijzen,0.20479794
ontwerpen,0.19099668
beïnvloeden,-0.07048036
visie,0.095797375
doorvoeren,0.07593912
vlamde,-0.089457385
gewetenswroeging,-0.1475018
beredeneerd,-0.006798433
wezens,-0.083592005
beschutte,0.109969154
leefomgeving,0.027425751
lozen,-0.023583584
zaad,-0.13002193
compliceren,-0.01952964
opgewerkt,0.16060375
senator,0.047686473
kandidaat,0.1846608
schaden,0.019647183
vs,-0.018733488
erkennen,-0.087088
overmannen,-0.1875451
rammelend,-0.03877831
strompelde,-0.08949075
teruggegaan,0.107621275
toegankelijk,0.135073
verbleven,0.09127098
noodsituaties,-0.063744366
wantrouwig,-0.055969078
wegkomen,-0.019013584
ceintuur,0.024260996
citroen,0.038326323
oesters,0.07676071
uitkneep,-0.0036692917
tapas,0.17501155
beignets,0.11625919
reepjes,-0.07685323
guacamole,0.031176463
burrito,0.026524931
knorde,0.0568276
oester,0.07107049
lustopwekkend,0.06390235
wiebelig,0.03966894
smachtte,0.10402771
peuteren,-0.044224277
vervangen,-0.037123106
mensenrechten,-0.079451576
omkomen,-0.15709332
oesterschelp,0.020193331
weifelde,0.01888339
beoordeelde,-0.020400014
zenuw,-0.054860957
afstotelijke,-0.18724073
trotse,0.03964133
aristocratische,0.045892406
potverdorie,0.0010740256
filantropische,0.029779144
zielenherder,0.08657143
dringt,-0.019493649
territorium,-0.04300767
afstotelijk,-0.049962558
dring,-0.02395767
krulde,0.07294931
smakelijke,0.12187346
puber,-0.059199713
verfoeide,-0.13329935
verknipt,-0.045690753
gesnapt,-0.044254348
littekenweefsel,-0.13818206
neergaande,0.062257253
lichtgeraakt,0.023218192
pleziertjes,0.07387507
taco,-0.032065727
calorierijke,0.13222657
hatelijk,-0.03563074
omkomt,-0.164081
mans,-0.046300173
financieel,0.12049006
aanmerking,0.0051709116
gecondoleerd,0.03943503
financieren,0.11854898
tegenstrijdige,-0.27865258
mix,0.010966435
europese,0.028048974
beschaafdheid,-0.034479648
leiderschap,0.013083279
olie-industrie,0.026849434
geïnspireerd,0.10690923
wijngaarden,0.10370749
geïntrigeerd,-0.048701905
ingenieur,0.20809293
wijnboerderij,0.038565345
rebelleren,-0.11348924
wijnkoeler,0.08030377
duitsland,-0.0294327
wereldoorlog,-0.05133565
buurland,-0.040346798
geannexeerd,-0.00869741
oproer,-0.15491201
onderdrukking,-0.22831592
pleegouders,-0.007089317
spoorde,0.03217518
afstudeerde,0.17024054
zelfspot,0.047424883
multimiljardair,0.074438006
da,0.076019645
sensatieverhaal,-0.03823165
wijnkenner,0.16800731
fruitig,0.07615533
lichtgewicht,0.12900494
oppassen,-0.0045002988
bedienend,0.1149396
complexer,-0.020194963
perzikzachte,0.058467694
botstructuur,0.09431014
aristocrate,0.039795138
troje,-0.0066887066
strijde,-0.030240092
geïntimideerd,-0.11125756
smachtten,0.07561632
gekronkeld,-0.06452395
connecties,0.14766017
washington,0.026584573
petitie,-0.02956526
pijplijn,0.022474814
diplomatie,0.100775324
behalen,0.20994717
aanhangers,-0.063846186
hautain,0.05507249
aanhanger,0.044300742
verkiezingen,0.039799944
gestart,0.11805139
territoriale,-0.055212747
instincten,-0.09500511
overschaduwd,-0.120592356
ondermijnde,-0.057579376
draga,-0.016652104
brein,-0.10475765
registreerde,-0.056006685
klamme,-0.17918006
gewetensbezwaar,-0.06280711
pion,0.0064373985
schenkt,0.06046696
begeerlijkheid,-0.014607459
teer,0.011665352
diepers,0.0018387437
gedachtenis,0.055928618
kwade,-0.16656691
weerspannige,-0.00827177
overrompelde,-0.019023195
beangstigde,-0.10469201
ineendook,-0.123688065
blootgeven,-0.11117551
hysterisch,-0.14762987
ad,0.071715534
vloek,-0.07810517
specialer,0.08018068
schiep,0.0307334
vergeleek,0.015409021
verwarrende,-0.20191987
wervelden,-0.13462695
superioriteit,-0.05297911
dieptepunt,0.07373786
openhartiger,-0.029576158
durfden,-0.12949692
gedatet,0.07561317
voorstelden,0.009074487
vreemdgaan,-0.15031828
opwelden,-0.26762396
dammen,-0.08631333
droefheid,-0.19947013
opgevrolijkt,0.105132714
doodgegaan,-0.09403573
oprees,-0.05731314
vermannen,-0.06404619
ritje,0.13558364
grauw,-0.12652673
weggetrokken,-0.19425872
inademde,-0.05648347
avance,-0.047717348
onrechtvaardige,-0.25312066
trillerig,-0.05650565
feestje,0.21446033
liefdadigheidsgeval,0.040453896
e-mailadres,0.11428638
weerklonk,0.0040446557
vervulde,-0.079126455
vernedering,-0.2823944
afknappen,0.050810546
arrogantie,-0.10735831
fascinerend,0.121471345
viriliteit,0.043311834
roofzuchtig,0.009526849
voorpanden,-0.06651598
geschaad,-0.027930912
wonderland,-0.030230034
balkondeuren,0.018403064
zeelucht,0.03670536
wezenloze,-0.11679399
wakkerder,-0.041275896
energieker,-0.033750333
foute,-0.06587052
fijner,0.11734611
creaties,0.110734046
levensecht,-0.050619997
broeken,0.03173528
neon,-0.007831804
uitvoerden,0.05796037
privégesprekken,0.04145101
zelfverwijt,-0.28122088
vastgezeten,0.02129405
hologrammen,0.04941954
opeengepakt,-0.06227472
wulpse,0.046319958
jumpsuit,0.056401182
onderarmen,0.049486294
nachtblauw,-0.00079114735
inwonertal,0.064183384
opsomde,0.009988703
gekamd,0.024288818
onbedekte,-0.06655457
mystery,0.021458793
arrogantste,0.07258347
flapdrol,0.09369224
verfrissend,0.115998216
bijdehand,0.08278157
roestig,-0.02978785
optocht,0.059764042
regenwoud,-0.09095461
geprojecteerd,0.022327784
woon,0.06268771
vijfentwintigste,0.20115136
knoopje,0.050945524
vastgespeld,0.042054996
straalt,0.01571554
raderen,-0.044526465
old,0.009514839
network,0.045559734
gediscrimineerd,-0.120868035
discriminatie,-0.1756766
voorgetrokken,0.0011224677
zwakheden,-0.09978478
digitale,0.08302283
snoepjes,0.048085414
loodsten,0.026139744
duits,0.045657974
groeispurt,0.04785654
paspoort,0.057855263
doorreis,0.19139394
visum,0.10651599
rekest,0.12922165
buitenbeentjes,0.013560057
gepikeerd,-0.009674154
opengezwaaid,0.07703277
gefinancierd,0.07216687
blootsvoets,-0.06289741
poederige,-0.08964964
lezingen,0.12226902
lezing,0.114565894
afrika,-0.050062496
fors,0.11967449
afleidde,0.037939124
pruilt,0.02074121
waarderende,0.08529407
reëel,-0.07539779
verholen,-0.10678692
sensor,0.041412905
geheimzinnig,0.021268532
gebruinde,0.08110893
linkertepel,0.07392451
accenten,0.10301218
martelares,-0.00513269
liberty,0.13820358
vrijheidsbeeld,0.087336674
vereerd,0.11779844
satijngladde,0.032170862
spandex,0.033130873
ritsen,0.018293355
sissend,-0.07832708
onontgonnen,-0.032651316
waarnaar,0.017966636
opwindender,0.07339235
duizelde,-0.017590322
likjes,0.09968035
deurklink,-0.014132999
vastbinden,-0.035017166
waartoe,-0.14714296
veroorzaakte,-0.09966176
schorheid,-0.076583326
pyjama,-0.067038655
telefoonseks,0.13400182
walgen,-0.12359485
stikte,-0.13521542
uitkleed,-0.064881355
oordelen,-0.007986783
wuif,-0.035776798
opwelling,-0.1167528
horloges,0.09225942
gepassioneerd,0.057613775
overliet,0.09534903
maffia,-0.09268979
veelbetekenende,0.09160624
geheimen,-0.056271195
kijkers,0.06440127
tegenkwamen,0.058458224
irritant,0.07403174
verslond,0.026699476
jeukten,-0.029445231
openknopen,0.052717257
ontbloten,0.035717025
hormonen,-0.16700424
knapste,0.1173454
politicus,0.0808674
gepusht,0.032119278
schaaltje,0.0520832
gewogen,0.026517691
maîtresse,0.0629805
uitgingen,0.087524675
zwermde,-0.0039525544
geregisseerd,0.07684097
openhartig,0.06430744
ontbloot,0.063423865
koeltjes,0.076601684
ongeval,-0.13703601
dierbare,-0.023306847
geklaard,0.18261066
facties,-0.09645635
corrupte,-0.11206955
regering,-0.04707256
empathie,-0.1137031
galerie,0.13317107
zon-,0.08131244
wedijverde,-0.020405427
giraffen,-0.015485205
nutteloos,-0.058907263
onpraktische,0.03333783
móést,-0.03825716
beeldhouwwerk,0.07960706
zonnebaden,0.0871808
tintelde,-0.07247691
opzwol,0.007735938
plotsklaps,-0.074185446
doodsbenauwd,-0.13869213
ruisen,-0.040296484
vervroegd,0.096860476
oogverblindende,0.16420695
jachten,0.15561318
dobberden,0.05598288
ingepakt,0.09326543
blinkend,0.118053466
romp,-0.046439447
vaartuig,0.03989534
afgemeerd,0.075383976
bemanningslid,0.1598889
kapitein,0.10431309
rustgevende,0.1129637
aardetinten,0.08863066
glimpen,-0.0466213
hemelsblauwe,0.065653265
verhoogd,0.10078187
stuurhuis,0.052709114
trapje,0.10869716
hut,-0.009566739
eenvoud,0.08344671
teakhouten,0.18110698
efficiënt,0.15924835
werkruimte,0.17553672
flatscreen-tv,0.13493842
kingsize,0.12661634
robuust,0.15160984
geweven,0.013513349
clip,0.09504486
gefilterd,-0.0016963277
houvast,0.0124558285
linnen,0.023756597
linkerarm,-0.035007603
getransplanteerd,0.00559327
geometrisch,0.08259083
grillig,0.02973858
linkerbeen,-0.038897514
mouwloze,0.07131735
kersenrode,0.15785152
gloeide,-0.085141905
strijdlust,-0.102663636
neanderthaler,0.009739637
hoofdgebaar,0.10679506
mum,-0.0057924762
omhoogliep,0.0152658
verdoving,-0.15679905
onwerkelijk,4.5619905e-05
linkerborst,0.03353513
vastpakken,-0.048713487
begeerd,0.020458773
nachttafeltje,0.08299899
verwelkomde,0.13063206
langzame,0.07327766
oerman,0.03813076
uniek,0.20923612
getekende,-0.025361892
openheid,0.050732076
triomfkreet,0.039360896
ontevreden,-0.0068992227
zelfkritiek,-0.14347973
groentje,0.12116282
hechten,-0.04667121
uitkijken,0.073950544
celibatair,0.0026484244
bedgenoten,-0.019776434
chemie,0.05538413
meisjesachtige,0.022274345
bijzondere,0.16094837
blijvends,0.11512065
levenspartner,0.14555353
verkondiging,-0.07129897
spijtige,0.0792176
verzetje,0.20479944
zondigen,-0.03936069
dieet,0.037494875
vetmesten,0.022028424
onderonsje,0.11728412
overnam,0.11432563
verkenningstocht,0.096899614
gekriebel,-0.15231095
slechtste,-0.022271574
doorsnee,0.12998825
stuurman,0.09740938
gelig,-0.071383685
dobberen,0.044620216
zeilboot,0.18731058
stipje,0.08273404
nature,-0.016008094
zweterige,-0.09569144
hooiberg,0.08853594
mouwloos,0.07700488
bemanning,0.07039423
achterdek,0.13060862
ingebouwde,0.16070184
tomatensap,0.016524322
stengel,0.010242909
peterselie,0.0025547594
gezouten,0.008758619
kidnappen,-0.045447078
cuba,0.05594202
anker,0.07729795
ingepland,0.15579605
terugvliegen,0.16603945
vs.,-0.00941287
doodongerust,-0.107864216
ophaalden,-0.072499976
aangelegd,0.12708145
ontspan,0.09425535
mijdt,-0.0494644
masseuse,0.22350135
verslapen,-0.009958738
vuurstorm,-0.16466837
koers,0.05250372
code,0.031093273
avances,-0.10992387
versiertruc,0.08382701
onheilspellende,-0.13806489
ondertoon,-0.033105522
uitdrukken,-0.08074753
zandbank,0.004933715
teruggestuurd,0.088353746
tussenuit,0.163935
verantwoorden,-0.090982236
menens,0.052298937
christians,-0.03835187
raspte,-0.07610505
eroverheen,-0.025277246
stompte,-0.0641096
erboven,0.057198755
afkeuren,-0.061319232
keuren,0.095712684
gechoqueerd,-0.13875116
afwijzing,-0.22239628
afgedankt,-0.054475367
zomerjurkje,0.07610296
beslotenheid,0.0048330575
muisje,-0.042196613
moedige,-0.0021266341
spaghettibandjes,0.07514652
reverence,0.09091427
ongemerkt,-0.08393924
knopjes,0.1239528
overgeslagen,0.11709605
mijmerde,0.047026347
deurkruk,-0.023552846
gekoelde,0.13009213
ontkurkt,0.1233506
berouwvol,-0.053210452
evenement,0.19880435
scrolde,0.03018836
productieve,0.16910641
uitgeslapen,0.14683172
kameraadschap,0.08824214
leeuwin,-0.02451764
weglegde,0.08783105
roes,-0.093374476
huns,-0.0005259253
werkplekken,0.07987178
pareo,0.033518083
à,0.07541049
propos,-0.0030944198
levensdrang,-0.10016999
spirit,0.0013396889
domkop,0.029359296
controleerde,0.019439906
radioactiviteit,-0.09740578
caraïbische,0.07253548
rondvragen,0.09183622
waardeer,0.118394814
vertroebeld,-0.1365824
trouwerij,0.13875762
bezoedelen,-0.086761296
rondzoemen,-0.08992312
stabiliseren,0.019812144
platform,0.12733123
achtersteven,0.07293901
zwembroekje,0.05865121
preuts,-0.029437192
zwembroeken,0.06372386
lycra,0.046965137
implicaties,-0.075304046
vergenoegd,0.161342
bil,0.07946249
expertise,0.15010847
gebombardeerde,-0.12987228
verbrande,-0.21625033
wijngaard,0.13443327
weggetje,-0.028848585
haarspeldbochten,-0.055212878
blokkendoos,0.024470635
binnenstad,-0.0015795678
woonblokken,-0.090696365
communistische,-0.11000784
winkelcentra,0.033922464
oorlogsgeweld,-0.24305545
drieënhalve,0.03193479
buckingham,0.08302371
palace,0.0925868
datsja,0.043148194
tsaristische,-0.048301406
communisten,-0.14599608
gespaard,0.068596564
generaal,0.052679524
kgb,-0.05886025
toe-eigende,-0.059047367
oorlogsschade,-0.098857045
kogelgaten,-0.17057191
zomerhuisje,0.031993017
reusachtig,0.04843084
bloemperk,-0.052343227
bronzen,0.0759568
optimisme,-0.0026974976
fakkel,-0.032047845
voorwaarts,-0.021119714
smart,-0.17324209
ideaal,0.18871208
ontvangkamer,0.020760678
olieverfschilderij,0.111350656
serene,0.062418804
mona,0.05071811
lisa,0.041648395
nagedachtenis,-0.016820222
tuinsuite,-0.008660609
gastenvleugel,0.100984976
bewoonbaar,0.1129594
kantoorbenodigdheden,0.07918292
verwent,0.09978564
lood,-0.15032431
gazon,0.067713246
buitenstaanders,-0.068112195
salueren,0.008890867
treiterend,-0.01107581
salueerde,0.16358376
vermoedens,-0.09522605
soulmate,0.13954619
toelaten,-0.076308
spijlen,-0.082831666
zwaaiden,0.0813663
geluksgevoel,-0.059705287
weggeroepen,0.08894849
bewonderende,0.07997456
lelietjes-van-dalen,0.026835099
cd-speler,0.09363012
saxofoon,0.17456624
warrige,-0.04987274
pullover,-0.011212453
staatssecretaris,0.085392386
veelbelovend,0.17840002
neigen,0.0267479
uitgeoefend,0.05775887
steunt,0.06321293
benodigde,0.1366401
verschiet,0.029875107
gemompel,-0.05057943
ontlokte,0.046929643
tsunami,-0.17353697
comfortabeler,0.11117244
gevaren,-0.09589274
omgedaan,0.022668548
conflicten,-0.16102557
brokkelde,0.0024917573
voeteneind,-0.009044407
trekje,0.073417276
rekoefeningen,0.024016932
triatlon,0.15253943
inbeeldde,-0.11342069
wig,-0.076595835
redeneerde,-0.006108731
diepere,-0.13678294
verpand,0.09374109
groeiend,-0.108169384
publieke,-0.076650254
optredens,0.18781288
rokjes,0.09912814
decolletés,0.0051874667
stijltang,0.019806877
uitzagen,0.059476003
nauwsluitend,0.1482645
deerde,-0.038124647
terugdringen,-0.17774808
aangebrachte,-0.027037464
bederven,0.0012917484
focuste,0.022284875
vooruitdenken,-0.06464528
nieuwslezer,0.02819426
buis,0.001200052
gewandeld,0.07367525
onderzoeksjournalistiek,0.009551536
greintje,-0.07523489
geamuseerdheid,-0.1269033
vuilmaken,-0.01731661
markt,0.09093734
vraaggesprek,0.07822473
duivels,-0.064420074
persaandacht,0.06308141
berokkend,-0.1267181
wereldkaart,-0.0031616362
petities,-0.057117198
boosdoener,-0.07675199
kwaadspreken,-0.18154022
verkwikkende,0.10062547
gegromd,-0.041819464
afgenomen,0.013692819
vliegreis,0.14906362
uitputtend,0.021829233
rilde,-0.18700853
slangenhuid,-0.047550857
zijlijn,-0.029831504
vraaggesprekken,-0.05554241
aangestipt,0.028077286
erfgename,0.08749842
smak,0.06751758
digitaal,0.08843112
gemanipuleerd,-0.072265625
gefotoshopt,0.047647856
interviewer,0.09617676
opneemt,0.030144185
publiceren,-0.01051642
lezers,0.028159693
prikkelende,-0.036389604
aftiteling,0.01942943
uitzending,0.09678272
napraten,0.057358935
roomwit,0.057385232
gekapt,0.15542561
reclame,0.11432763
lostrok,-0.0705649
manchetten,0.010381378
openknoopte,0.06006917
wegkijken,-0.12653653
overlevingsinstinct,-0.08921847
integraal,0.030408867
erdoorheen,-0.062737614
erkende,0.005448628
afscheurde,-0.0022386238
scheurende,-0.14251086
openbrak,0.00055072457
koesterend,0.026828993
prachtigs,0.11012444
uitkleedden,-0.04681549
goudgeel,0.028850552
lamplicht,-0.0036898628
dinerafspraak,0.14938863
zürich,0.1030557
antracietkleurig,0.11821523
duifgrijs,0.13341972
glom,0.111629635
afzeggen,0.07031122
sleutelbeenderen,0.052775837
uitvogelen,0.007442057
zwitserland,0.07447034
toegeworpen,0.036538742
pincode,0.107002065
bern,0.078081794
ambassadeur,0.12236351
banket,0.16624153
openbaarheid,-0.11542109
liefdadigheidsorganisatie,0.117354736
landmijnen,-0.17748092
landmijn,-0.0635844
kader,0.032979574
halterjurk,0.08771084
perzisch,0.08011051
kaarsrechte,0.030291025
teleurstellen,0.014988352
bespeuren,-0.024634682
handtasje,0.025896044
onevenwichtig,-0.059185743
onvoorspelbaar,-0.02342808
armband,0.10513782
sierlijk,0.15641677
klimopranken,-0.0017697513
her,-0.008780897
dauw,-0.06264245
blikvanger,0.2039727
inspireert,0.12534451
wegtrekken,-0.22176006
geruststelden,-0.0392934
wonderen,0.10486101
buitenshuis,0.07405239
inschenken,0.077231534
sour,0.07052598
begroeten,0.09731734
poederdoos,0.043151196
dichtklikken,-0.025296029
opgemaakte,0.03200204
gepoederde,0.031072415
onbedekt,0.032977246
weerzien,-0.0062999725
barbara,0.02841566
thuisgebleven,0.044519313
verlagen,0.021367788
beschermends,0.0037235394
kwetste,-0.17029765
ruisende,-0.019478563
rebellie,-0.13265768
stressvol,0.11364234
afgerond,0.24457751
pollen,-0.09540949
statement,-0.0060286224
bloedeloze,-0.042777754
doods,-0.08933088
eerzaam,0.07905732
permanents,0.10539972
gebeeldhouwde,0.042423267
liftdeur,0.07914249
verstikt,-0.23126885
tover,0.048678085
eruitziet,0.028422482
minzame,0.058771156
patent,0.20251197
klasse,0.122283444
ontzetting,-0.11876732
toppunt,0.088214085
welgemanierd,0.2081966
longontsteking,-0.067136526
afkeurt,-0.000574857
meekom,0.07401319
landje,0.07839979
bespeurde,-0.067067124
opvat,-0.012806147
verbreek,0.008706462
getraind,0.08994125
plakte,-0.0037246048
vrijgegeven,0.023952588
wals,0.18563056
smokings,0.0605762
tinkelend,0.09619537
terugbracht,0.13929817
inlichten,-0.024668962
ontvoeren,-0.070148915
scheidt,0.0071734264
tolereer,-0.13735418
barricades,-0.11097115
idealist,0.045927957
icoon,0.08717266
gevangengenomen,-0.15885404
wraakzuchtig,-0.12237361
pompoen,0.019386865
halloween,0.100388184
nobel,0.060944945
botweg,-0.03940777
vlekjes,-0.02147337
vastzette,0.009655975
anderhalve,0.016262423
voornam,-0.041197143
kuisheidsgelofte,-0.06795522
pleeg,-0.15167467
handboei,-0.008649003
oneerbaar,0.047015958
echoden,-0.1274568
braken,-0.19051918
gorilla,-0.07247214
plof,0.02626152
losmaakt,-0.11370573
verliest,-0.02852789
omtrek,0.064357564
evenementen,0.1685894
weldra,0.032097623
uitpluizen,0.031196848
negatiefs,-0.024759928
voorgelezen,0.01806561
flirtte,0.065809265
aangeeft,0.05561392
microscoop,-0.019572832
logeer,0.085739754
gefluister,-0.08434369
gestaar,-0.15242234
vrijdagochtend,0.13566835
ontploffend,-0.12183349
borstzakje,0.06639585
geurige,0.05930353
comfortzone,-0.05884056
wedijveren,0.09141289
organiseerden,0.09288684
woning,0.06675369
opfleuren,0.1211565
indeling,0.09849747
oorfauteuils,0.077490054
nipten,0.10140818
mineraalwater,0.04767973
gekapte,0.11645589
bitterzoet,-0.0122983605
wegduwen,-0.13615684
bijhield,0.11685725
erkenden,-0.051102612
stuitte,0.027567104
explosie,-0.10597947
kolenmijn,-0.1611735
sabotage,-0.193732
puin,-0.1706702
ochtendgloren,0.026271418
neerslachtig,-0.089733824
geronk,-0.025892645
overlevenden,-0.15622911
velen,-0.04992888
geknepen,-0.06626323
helikopters,-0.013534514
keet,0.013093995
generator,0.051307704
stortte,-0.0014205733
kniehoge,-0.0128305275
rugpand,-0.012373315
vasthad,0.014250442
brandwonden,-0.18353735
adequaat,-0.04545245
veldhospitaal,-0.08351736
moge,0.02233988
tenten,-0.012770083
zweterig,-0.088725895
veldbed,0.026719142
loden,-0.09537523
reddingswerk,0.06289905
mijnwerkers,-0.093469515
vastzaten,-0.017768472
paniekerige,-0.17793715
mijnwerker,0.04461169
roodharig,0.10735698
intern,0.060293104
letsel,-0.16675511
tolk,0.11480287
brandwondencentrum,-0.0691875
helikopterpiloot,0.17036882
piloten,0.054887146
vervoer,0.08631396
fourwheeldrive,-0.017288558
gerepareerd,0.08992239
snakten,0.07960241
saluut,0.097439334
omkleedde,0.010047264
getuigde,0.01889652
sjerp,0.04718606
geschoren,-0.012424417
winderig,0.006636401
regenachtig,-0.023590976
dwarrelden,-0.019873038
vlaggenmast,0.052762464
klapperde,0.016235838
voorganger,0.056148678
vuilgemaakt,-0.038982294
wijds,0.16339856
armgebaar,0.15759015
neigde,0.07556306
gejuich,0.076913215
vlaggen,0.0011214372
ontroerend,0.07769504
indringer,-0.113793924
meeluisterde,0.053721104
streed,-0.1406817
vereeuwigd,0.04550233
ontworteld,-0.13684033
ontheemd,-0.1183491
ingestort,-0.04928383
vechtmachine,0.066599704
menselijkheid,-0.13700688
oorlogstijd,-0.11522938
intact,0.024421409
pijnkreet,-0.07790226
idealen,-0.043235496
offers,-0.099736884
respectloos,-0.12015294
verschillend,0.03320967
lafaard,-0.10022408
omarmen,-0.0114519745
verplichting,0.041668892
bekendgemaakt,0.025116652
duizelen,-0.028522134
vertegenwoordiger,0.1349653
bént,0.044638623
stabiliteit,0.100949004
kwijtraakt,-0.030708473
gestreden,0.022255827
staatshoofden,0.0087734945
betovert,0.030460522
negatief,-0.056360275
verdikte,-0.069788724
zittend,0.021179829
ambitieus,0.1590512
damien,0.093851104
wyatt,0.03047556
stoppelbaardje,0.055963878
gevel,0.034294717
tuinmuur,-0.07837076
ziltig,0.008722261
livingstone,0.1703247
harriet,0.0673548
olifantjes,0.10018151
rimboe,-0.09963684
opduiken,-0.095076874
kledingstijl,0.09449925
opklaarde,0.059859175
ooievaar,-0.04821031
gebatikte,0.07638234
wikkelrok,0.14653748
montuur,0.07153745
bijziend,0.082829505
verkeren,-0.028344689
aanrijding,-0.16354588
betekenisvol,0.1494552
aston,0.07530552
martin,0.01741068
tank,-0.013032839
krasje,-0.0173131
voorbumper,-0.029176187
zwenkte,-0.015992694
baasje,0.0796524
schrammetje,-0.025654733
verpletterend,0.016305313
uitgesloten,0.047360163
vastberadens,-0.0028063133
grimmigs,0.02894719
damiens,0.023765067
manipulatieve,-0.14126115
vooraanstaande,0.075254604
veilinghuizen,0.07378656
conservator,0.12749073
aanvaring,0.011913471
vlakken,0.02726993
schilderkunst,0.087845564
keramiek,0.06604568
miniaturen,0.12062978
catalogiseren,0.0974303
kitsch,0.05544646
gros,-0.037726033
taxeren,0.061542526
gerestaureerd,0.16695055
kán,-0.07641754
achteroverleunde,0.1070206
autoritair,0.0014627576
grof,-0.07675537
rijbewijs,0.06779627
complimenteuze,0.020894334
gemoederen,-0.074238315
knoppen,0.12989555
finesse,0.10382305
kreukels,-0.12620577
heathcote,0.15577129
wyatts,-0.028096715
vee,-0.037828386
kweekten,-0.041839875
machines,-0.029760756
landbouwmachines,0.017864699
tractor,0.0074910484
mijnen,-0.105126426
gehele,-0.013476106
kunstobjecten,0.10797954
zolder,0.0799182
arthurs,-0.095958576
veilinghuis,0.15707465
transporteren,0.06267527
lennox,-0.03865063
head,0.009575849
brisbane,0.08664093
coast,0.037470017
penny,0.11582848
godsgeschenk,0.16563483
weggedraaid,-0.08300854
eenendertig,0.05360691
breedgeschouderd,0.15506038
buitenman,0.09332537
managen,0.14569406
sprankelend,0.15021738
peinsde,-0.055756353
humeurig,-0.00825593
ingereden,0.03165644
overpeinzing,-0.023068562
kritisch,0.048278306
late,0.10679931
vrijgezellenbestaan,0.16067676
mislukt,0.009063888
herhalend,-0.039980583
héél,0.1584069
tegendraadsheid,-0.10104877
morgenmiddag,0.22220924
sollicitatiegesprek,0.13512096
nagegaan,0.0077458397
uitgehoord,0.02555612
langsbrengen,0.14131154
onaardig,-0.020769265
opdringen,-0.054063097
verveling,-0.22257456
bordje,0.10931967
tripje,0.21451434
schonkige,0.022020385
isabel,0.08762763
wandtafeltje,0.10560286
schotse,0.07316846
wolfshond,-0.019089833
zelfde,0.06813122
goedemiddag,0.18394981
mister,0.16904347
vragende,0.007354617
onopvallende,0.08522137
donkerblauwe,0.04392342
blauwer,-0.0002249647
samengebonden,0.06237915
tijdloos,0.15076223
opgebotst,-0.048971586
pianosnaar,-0.03296354
sensationeel,0.10047194
uitgestald,0.14367867
tottie,0.050110556
besnuffelen,0.0059449077
aangereden,-0.09647869
aanrijden,-0.004667542
bedenkt,0.01406955
statig,0.11584516
verrukte,0.050661504
fotograferen,0.09152729
volgorde,-0.018735005
tegenkom,0.015828587
gespecificeerd,-0.031223346
indelen,0.06826264
categorieën,-0.036793813
uitgebreidere,0.13329045
vermelding,0.097129405
enzovoorts,0.0105752535
bonnetjes,0.025712386
reistijd,0.16145101
stallencomplex,0.08733828
atelier,0.082196444
weekeinden,0.09569539
afkeerde,-0.06785841
minimale,0.11783875
godsamme,-0.055609737
verwonden,-0.16352889
gedachtestroom,-0.09747761
voelsprieten,-0.023561124
duel,0.008516565
koffietafel,0.11795141
wasgoed,-0.06280923
excuseert,0.022874039
theepot,0.018997017
schenk,0.07369848
knoeide,0.051351443
spierwitte,0.011075302
kleedje,0.04510455
knoeien,0.0023518577
schotel,0.08486241
zelfgebakken,0.090630256
kok,0.2800516
zoetekauw,0.14423516
koektrommel,-0.07525705
wáárom,-0.21150929
bloednerveus,-0.01063212
spulletjes,0.085085854
kakikleurige,0.076452665
prototype,0.1444714
zwijgzame,0.044042118
dodelijke,-0.17570485
volhardend,0.061871283
té,0.10706149
déze,-0.027795367
bushbush,-0.0560212
schare,0.10465526
revalidatiecentrum,0.031345494
privékliniek,0.07867265
vergoed,0.055204123
brett,0.10804401
bonus,0.298538
rondreed,0.014981151
samengeperste,-0.016371176
omlijnd,0.007498442
satijnzachte,0.003315784
delicate,0.06209306
níéts,-0.0217897
fatsoen,-0.015514627
dichtgaat,0.056556296
gedicteerd,-0.06049205
hartstikke,0.122447506
doorpakken,0.03732566
verloste,-0.12371177
brokkenpiloot,0.10094373
argwanend,-0.03462936
uitvinding,0.1616219
ongecoördineerd,-0.08187836
joost,0.04335789
scala,0.022956498
spectrum,0.002435565
spastisch,-0.17489651
misdadig,-0.09242753
verwoede,-0.15715428
zonet,-0.020661313
weidde,-0.12327291
aardse,-0.040892422
desastreus,0.032280967
ketel,-0.033653274
neusje,0.18283123
zalm,0.11462407
lijs,0.14353691
whatever,0.038207825
dwingender,-0.013671396
passief,-0.11420936
probeersel,0.1125865
buitenlucht,0.023620777
vaardige,0.09180266
stekelige,-0.11071065
zinderen,-0.038785324
mannelijks,0.088119805
