token,aap,frequency
mckettrick,-0.004583322,1029
afgelost,-0.099089324,1028
afgeworpen,-0.036756225,1028
amateurs,-0.021078512,1028
ingeprent,-0.015277974,1028
zoemende,0.019722402,1028
swan,0.1108204,1028
keerzijde,0.014906853,1028
torres,-0.037236873,1028
browning,-0.0022343658,1028
bep,-0.009623319,1028
noreen,-0.107522026,1028
goedvinden,-0.013323259,1027
netelige,-0.060322337,1027
handtasje,0.046506595,1027
doortastend,0.057878584,1027
ladders,-0.055757176,1027
wandelwagen,0.008516667,1027
omhoogkwam,-0.009443484,1027
bloedverlies,-0.16583079,1027
bosnië,-0.020799888,1027
plaagt,-0.014617179,1027
joep,-0.03427747,1027
schaterend,-0.01378112,1027
vulgair,-0.012204409,1027
strohalm,-0.04671757,1027
oplaaiende,-0.0038911365,1027
verleerd,0.03986653,1027
mümtaz,0.031609833,1027
afreageren,-0.15398763,1026
liters,-0.033518307,1026
tros,0.06598229,1026
spoel,-0.068527095,1026
dove,-0.021979883,1026
dekt,-0.044754114,1026
simmons,-0.0045486093,1026
authenticiteit,0.09544184,1026
doelgroep,0.10804066,1026
lesley,0.040860794,1026
lapo,-0.02931958,1026
videocamera,-0.0020794794,1025
investeerder,0.05368432,1025
soepeler,0.023706958,1025
vaderfiguur,0.047139034,1025
uitgeteld,-0.0796833,1025
losbarstte,-0.019093659,1025
intoetste,0.008633234,1025
vuurgevecht,-0.14541498,1025
stations,0.01410355,1025
spit,-0.062332913,1025
spartelde,-0.054638494,1025
consument,0.044851087,1025
beuk,-0.0008642487,1025
reservoir,-0.011688396,1025
chantaine,0.121708244,1025
zweert,-0.029561667,1024
afgebeten,-0.049923986,1024
winstgevend,0.04869818,1024
clandestiene,-0.03640519,1024
ontmaagd,-0.0671571,1024
rokjes,0.07653937,1024
verachten,-0.10806121,1024
maandagmorgen,0.005890887,1024
afgepeigerd,-0.060359266,1024
verzonk,0.038052414,1024
installatie,0.056064703,1024
kaapstad,0.04717446,1024
vogelen,-0.036337517,1024
capriolen,-0.02590213,1024
gym,0.025891287,1024
1933,0.021068312,1024
rottige,-0.17644764,1024
overvallers,-0.16843215,1024
hotelkamers,0.059684027,1024
ijzerrijk,-0.016615842,1024
vlijm,-0.047538236,1024
gezegende,0.08709414,1023
invoeren,0.011605006,1023
schatkist,0.02557955,1023
levensecht,0.031233013,1023
verleidingen,-0.011671722,1023
eenzijdig,-0.022666208,1023
afstaken,0.08455219,1023
diversiteit,0.10658176,1023
rottend,-0.0973054,1023
vasilii,0.039152544,1023
uitstaken,0.026912991,1022
plakje,0.025097327,1022
geslaakt,-0.034031935,1022
oplost,-0.041340332,1022
onsterfelijke,0.05681926,1022
opdrong,-0.050211616,1022
stuiven,-0.061481345,1022
birmingham,0.029045634,1022
barton,0.012813501,1022
pseudoniem,0.032488458,1022
nonno,0.02626737,1022
vibreerde,0.039910916,1021
waarnaartoe,-0.07200472,1021
sjofel,0.0019374788,1021
afgereisd,0.057163067,1021
martins,-0.06525426,1021
antwoordden,0.016465858,1021
verbluffende,0.14105299,1021
gebons,-0.060863156,1021
zwaarte,0.007205546,1021
gestikt,-0.08573425,1021
achterbaks,-0.12917331,1021
roomse,-0.026942946,1021
schoonheidssalon,0.095041394,1021
sacha,0.062000867,1021
chambers,-0.023881074,1021
getuigenverklaring,-0.08967188,1020
moeder-overste,-0.011770096,1020
schoonmaakte,-0.024729667,1020
coupe,0.16521789,1020
zigzaggend,-0.045321386,1020
impliceerde,0.010685173,1020
tijdstippen,0.04593865,1020
ritsen,-0.0136257745,1020
pikkedonker,-0.004064439,1020
onderin,0.0036543254,1020
harp,0.14523914,1020
facetten,0.12404798,1020
global,0.042178664,1020
canal,0.09869403,1020
informeert,0.017549604,1020
ritter,-0.04577654,1020
gitzwart,0.11872664,1019
hinderlijke,-0.11977359,1019
knorren,-0.035915647,1019
controles,-0.031097941,1019
saab,-0.015760731,1019
gemorst,-0.050857536,1019
hoofdletters,0.038754355,1019
schuurpapier,-0.04558396,1019
glasgow,0.06318965,1019
epidemie,-0.13860801,1019
kijkgaatje,-0.05659818,1019
kinderafdeling,0.047347173,1019
hendrix,0.06339366,1019
l.a.,0.06844072,1019
andres,0.01907525,1019
maude,0.07122871,1019
rep,0.012723066,1018
parelde,-0.049708795,1018
grijpend,-0.04448858,1018
dolfijn,0.084244,1018
afwasmachine,-0.032898188,1018
legen,-0.11740561,1018
eikels,-0.09613688,1018
vermeer,0.056797095,1018
verzamel,0.0019104965,1018
vóórdat,-0.065190084,1018
bevorderd,-0.008938428,1018
bradford,0.018021949,1018
initiatieven,0.064567536,1018
1955,0.07926633,1018
buckley,-0.067001626,1018
noura,-0.05736558,1018
boeit,-0.00071186945,1017
getemd,0.036270052,1017
lozen,-0.09691784,1017
fonkelend,0.11437925,1017
mozaïek,0.114844225,1017
zwermden,-0.0003719628,1017
geallieerde,-0.06343431,1017
leipzig,0.05422771,1017
keely,0.109459035,1017
wakkeren,-0.008559346,1016
herstellende,-0.05195622,1016
zool,-0.063279286,1016
nagekomen,-0.0056701545,1016
opengesteld,0.024469063,1016
linies,-0.060099747,1016
scoop,0.038602814,1016
katia,0.059309598,1016
still,-0.00060037896,1016
denis,-0.026619904,1016
calliope,-0.12194166,1016
carice,-0.013046499,1016
delancey,-0.040737282,1016
mein,0.051504396,1015
herwinnen,0.009845693,1015
ethisch,0.0017087385,1015
realistische,0.07325482,1015
werkruimte,0.11046729,1015
koffiezetten,0.016936667,1015
verleidelijker,0.059424795,1015
ruste,0.05482955,1015
draadjes,-0.02128891,1015
wachtlijst,0.01859202,1015
other,-0.00063384697,1015
kwalificaties,0.105998844,1015
hagedis,-0.0442809,1015
audiëntie,0.028964631,1015
paskamer,0.08217372,1015
kirsty,0.02513539,1015
transparant,0.10123687,1014
afgedaald,0.00045461208,1014
parfums,0.122475214,1014
achterdek,0.038910575,1014
eindig,-0.044602588,1014
bezitterigheid,-0.01799266,1014
ontwijkende,-0.038841434,1014
overmoed,-0.03946288,1014
ontleend,0.048102044,1014
mineralen,0.05517324,1014
schermde,0.011274301,1014
verfrissende,0.14004001,1014
mission,0.019663177,1014
alphonse,-0.03241884,1014
sapphire,0.079887405,1014
uittorende,0.020075519,1013
noodsituatie,-0.060270432,1013
bedwongen,-0.032979347,1013
ontvangstruimte,0.08155954,1013
aanhebt,0.019645398,1013
steekje,-0.056383938,1013
opwachtte,0.024494465,1013
tennissen,0.060290843,1013
anesthesist,0.016749445,1013
albums,0.07767764,1013
rommeltje,-0.031000338,1012
riskeerde,-0.14724894,1012
felrood,0.06977513,1012
klitten,-0.049616132,1012
spleetje,0.060078938,1012
schors,-0.029687576,1012
lettergrepen,0.047823947,1012
rijtuigen,0.048695207,1012
zaadjes,0.04471527,1012
reconstructie,-0.022799537,1012
bijkans,-0.054259233,1012
kats,-0.02822318,1012
samenkomen,0.08050094,1012
natalies,0.02620352,1012
deridder,-0.08432101,1012
levensverzekering,-0.06566112,1011
liefdes,0.037056513,1011
engelachtige,0.10507057,1011
schaaltjes,0.061739177,1011
gekromd,-0.00787936,1011
donzen,0.06426006,1011
extraatje,0.109451756,1011
krantenartikel,-0.045887783,1011
tuimelen,-0.06487352,1011
aanbracht,0.032731436,1011
ailsa,0.059044454,1011
poseerde,0.09900543,1010
elfje,0.09415552,1010
knoeien,-0.10286477,1010
gespen,0.01094977,1010
deinden,0.17081808,1010
herders,0.0067158863,1010
oekraïense,-0.052008543,1010
aangespannen,-0.09131496,1010
kinderopvang,0.05407545,1010
melvin,-0.111785784,1010
ophanden,-0.038238034,1009
surrealistisch,0.047435515,1009
sponsor,0.075666,1009
stomkop,-0.1330126,1009
structuren,0.07654294,1009
belemmerd,-0.016805887,1009
leeggehaald,-0.062276922,1009
bekijkend,0.08395548,1009
argwanende,-0.06008488,1009
content,0.112423725,1009
pentagon,-0.025225576,1009
schoolkinderen,-0.011261769,1009
marijn,0.0060900375,1009
gedrogeerd,-0.16195692,1008
opheldering,-0.0008684015,1008
beroerder,-0.080171704,1008
ochtendmisselijkheid,-0.07077992,1008
motten,-0.03874664,1008
doodsbleek,-0.12853505,1008
shawl,0.060817458,1008
linnengoed,0.05178346,1008
gelekt,-0.09540994,1008
ín,-0.04555113,1008
zeeland,0.08472433,1008
gib,0.024997763,1008
onhoudbaar,-0.084807575,1007
gekerfd,-0.013630273,1007
is-ie,-0.05001769,1007
heenweg,0.021993648,1007
ommetje,-0.007569436,1007
raspend,-0.03802174,1007
telefoniste,0.0058378987,1007
irrelevant,-0.04416035,1007
vleug,0.06631739,1007
pluspunt,0.10501897,1007
ellens,-0.0111969,1007
vicepresident,-0.02265505,1007
kevins,-0.01638373,1007
orthodoxe,0.009670563,1007
beschrijf,0.008549217,1006
overalls,-0.012644295,1006
spectrum,0.072960526,1006
belangrijkers,0.017518288,1006
affiches,0.0066204853,1006
aanmoedigend,0.114123955,1006
reisgids,0.11082204,1006
vrieskou,-0.043777317,1006
schadelijke,-0.10092759,1006
alleenstaand,0.027221482,1006
terugrijden,0.0050059482,1006
soortgenoten,-0.021965638,1006
toeging,0.031254966,1006
robots,-0.010621689,1006
ice,0.0038152114,1006
beppe,0.030959934,1006
ijsbrand,-0.08385884,1006
fariman,-0.023386147,1006
veertienjarige,-0.03710863,1005
prominent,0.08247416,1005
transparante,0.11901403,1005
concreets,0.025725901,1005
ondiep,0.045656696,1005
logboek,0.030817425,1005
1953,0.045877755,1005
regionen,0.06706071,1005
boedapest,0.062342986,1005
stromingen,0.05664032,1005
pleegmoeder,-0.0044317693,1005
carey,0.090767525,1005
zaid,-0.015616765,1005
mbali,-0.097219564,1005
tsunami,-0.06881595,1004
kletteren,-0.0861514,1004
versailles,0.066400975,1004
onderpand,0.009645391,1004
plaatsvonden,-0.0120923,1004
gemalen,0.015187778,1004
evenwichtige,0.14987895,1004
cesario,0.0109038465,1004
vegend,-0.046140518,1004
beleggen,0.0145093,1004
everett,0.016670248,1004
overzichtelijk,0.14653331,1004
ernesto,-0.0047264136,1004
pieters,0.0034959204,1004
xenofon,-0.009310214,1004
gestrikt,0.0010678777,1003
plankje,0.000556536,1003
hoegenaamd,-0.0074949525,1003
verwoord,0.062102076,1003
wegrende,-0.1438409,1003
broodrooster,-0.04755619,1003
toespreken,-0.037560567,1003
crèmekleurig,0.1286595,1003
bloeddorstige,-0.14728007,1003
nietsvermoedende,-0.11838017,1003
brandweermannen,-0.090534054,1003
alena,0.0839801,1003
opstandelingen,-0.0913345,1003
ingrepen,-0.0016288012,1003
pr,0.083176166,1003
cornelia,0.081127,1003
begaanbaar,0.0060448963,1003
compton,0.0019411724,1003
tino,0.011995003,1003
kwartslag,0.0137266405,1002
uitzitten,-0.11260772,1002
leugenaars,-0.1397669,1002
wegduwde,-0.061214652,1002
neergestort,-0.062670566,1002
stipje,0.07604924,1002
verslapen,-0.08185612,1002
snibbig,-0.0348041,1002
neerdaalde,0.037333213,1002
sonya,-0.0013915431,1002
ingelegd,0.11397771,1002
binnenkom,-0.008409407,1002
insuline,-0.038601927,1002
kindertehuis,-0.02705593,1002
verwonderen,-0.04176174,1002
halfslachtige,-0.057501297,1002
speurwerk,0.03132829,1002
saddam,-0.08732959,1002
inmenging,-0.076069385,1002
lien,-0.047507122,1002
vakbonden,-0.025640171,1002
davies,-0.013815742,1002
puffend,-0.05390493,1001
vermoedelijke,-0.14877921,1001
schemerdonker,0.051328994,1001
opgefrist,0.060067393,1001
bespreek,0.024904992,1001
gevatte,0.032097533,1001
rolmodel,0.10386247,1001
afgeruimd,0.01896105,1001
tu,0.061240066,1001
sur,0.077654056,1001
politiewagens,-0.068625435,1001
wendend,-0.0060697133,1001
hannibal,-0.07472691,1001
operatietafel,-0.071956225,1001
deelnemer,0.04816274,1001
breda,0.04926026,1001
  
bec,0.0029830914,1001
tienjarige,-0.015541345,1000
verbanning,-0.088815555,1000
attenties,0.055968776,1000
gehard,-0.04626888,1000
mutsen,-0.004918173,1000
glanst,0.11291473,1000
hooglanden,0.057838585,1000
mango,0.08026677,1000
peru,0.05713722,1000
bloedonderzoek,-0.043259956,1000
volhoudt,-0.036680046,999
doodga,-0.10034227,999
bezoedelen,-0.045585826,999
samenloop,-0.060339663,999
gesolliciteerd,0.03786237,999
drenkeling,-0.045139104,999
dynamiet,-0.09034148,999
vissersboot,0.039714348,999
hannes,-0.115142256,999
dwight,-0.06171803,999
glenda,-0.0094981715,999
simeon,-0.009187428,999
gristhorpe,0.019252248,999
hipponax,0.037745215,999
bewonderenswaardige,0.11053055,998
schending,-0.10876025,998
grommende,-0.09350911,998
gevleugelde,0.03864955,998
tuur,-0.0039655194,998
reclamebureau,0.08569282,998
spiros,0.034147125,998
tama,0.049650192,998
mellie,0.038714267,998
stroomafwaarts,0.02192701,997
rotzakken,-0.17314178,997
bloednerveus,-0.081395835,997
verprutst,-0.069544554,997
bangkok,0.039847486,997
beklemming,-0.06535943,997
balletjes,0.020472247,997
zwetende,-0.07853118,997
warner,-0.00033373246,997
suleiman,0.07661189,997
ristridin,0.0072302567,997
pikzwart,0.04745052,996
opgebrand,0.0021036044,996
aangingen,0.008063298,996
armgebaar,0.052471273,996
gesponnen,0.09843102,996
hardere,-0.04377766,996
afgedwongen,-0.046012986,996
groters,0.054857172,996
spoelden,0.014861289,996
derrick,-0.053559072,996
boeddhistische,0.10358935,996
onbeschermd,-0.08361692,996
aanpakt,-0.019834168,996
onderscheidt,0.034891136,996
mussolini,-0.006951764,996
verwoordde,0.0289169,996
doorgeslikt,-0.033229247,996
consuelo,0.02192745,996
eene,0.07180144,996
surinaamse,0.06587143,996
carmelo,0.0058490317,996
volgeboekt,0.08005963,995
ijzerdraad,-0.06325662,995
verzachtende,-0.06107563,995
gezichtjes,0.027675264,995
toesprak,0.058282495,995
revolutionair,0.049615964,995
aanstak,0.021029713,995
geneesmiddelen,0.0057891235,995
verscheidenheid,0.11125687,995
fine,0.049551487,995
dropen,-0.06943372,995
gegild,-0.13398185,995
viertal,0.078505024,995
honkbalpet,-0.0056507653,995
kairos,-0.035834476,995
montague,-0.029138789,995
vertrouwdheid,0.123566,994
vooroverbuigend,0.04287249,994
kraamafdeling,0.030058801,994
overheersen,-0.06480066,994
vervangster,0.090328164,994
heldhaftige,-0.039647855,994
achterhield,-0.011566724,994
isobella,0.06195614,994
onvervalste,-0.012696892,993
tafellaken,0.019776668,993
sexyer,0.034491092,993
gebakjes,0.13136326,993
bestraft,-0.19941443,993
truus,-0.009791132,993
courtisane,0.08523402,993
maestro,0.15396321,993
katty,-0.02344583,993
obsessief,-0.042769857,992
trommelen,-0.020209063,992
rebellie,-0.06660515,992
vijftienjarige,-0.047242414,992
pruilmondje,0.050935894,992
beambte,-0.014212409,992
sleutelgat,-0.02389756,992
wake,0.0056591146,992
hovelingen,0.033075944,992
ingetrapt,-0.08310765,992
media-aandacht,-0.0075548366,992
klapdeuren,0.0044636913,992
raapt,-0.05971412,992
forester,-0.043574285,992
doornam,0.022245511,991
appartementengebouw,0.039093185,991
stimulerend,0.17004551,991
print,0.06346591,991
opschoot,-0.010626193,991
slogan,0.057220593,991
ditzelfde,-0.0005240217,991
luchtiger,0.0040312856,991
getoverd,0.010959711,991
paracetamol,-0.026734391,991
lenz,0.0048663393,991
steenrijke,0.04101721,990
siësta,0.10658049,990
vastzaten,-0.040462293,990
schaafwonden,-0.109725766,990
plaatsmaakte,0.030249478,990
ongenaakbaar,0.07342761,990
kantoorruimte,0.07007545,990
eindresultaat,0.093277216,990
cafeetje,0.11534728,990
winderige,0.051963232,990
aristocraat,0.06882274,990
gewaarwordingen,0.08041619,990
machthebbers,-0.034754016,990
bespeelde,0.16363318,990
pruttelen,0.0091230795,990
verlengd,-0.020171456,990
onpas,-0.007409077,990
bekoren,0.05056508,990
doei,0.031279117,990
much,0.021064281,990
volgers,-0.0006828606,990
onsterfelijkheid,0.05962175,990
gay,-0.019909523,990
aandiende,-0.009760304,989
aders,-0.042602316,989
dommelen,-0.017503642,989
lovertjes,0.099363506,989
zwijgzaamheid,-0.017941296,989
lekkende,-0.11070602,989
proevend,0.154177,989
multimiljonair,0.0502389,989
dodge,-0.045114543,989
tentoon,0.09415066,989
verdikkeme,-0.093864344,989
bekeren,-0.039610445,989
diskrediet,-0.041821357,989
opengebroken,-0.10333756,989
gedrukte,0.08845075,989
verstrengelden,0.04420948,989
krabbel,-0.04490456,989
schedels,-0.0679279,989
kerstdiner,0.056977928,989
dæmon,-0.035853744,989
applaudisseren,0.016584616,988
opium,-0.030714557,988
extatisch,0.06475617,988
verorberen,0.010630596,988
gespecialiseerde,0.051739715,988
oordopjes,0.0336629,988
ijssalon,0.09068717,988
onderduiken,-0.10691533,988
nikola,-0.058541648,988
cals,0.008784495,988
senhor,0.06698164,988
pavlik,-0.06937952,988
radiator,-0.051389333,987
feestelijkheden,0.06875241,987
referentie,0.111637354,987
presidentschap,-0.006812401,987
getolereerd,-0.06697844,987
hoofdknikje,0.10034107,987
kleverig,-0.039258406,987
teentjes,-0.031015838,987
nadrukkelijke,-0.0047296695,987
ouden,0.0088458955,987
gemoeid,-0.01275897,987
wendden,-0.018329864,987
forster,0.014397923,987
heijn,-0.05265558,987
ondermijnd,-0.034891367,987
fietsten,0.030756343,987
straatstenen,-0.09800788,987
most,-0.01727479,987
juanita,0.040540393,987
112,-0.051170588,987
safia,-0.060566425,987
narciso,0.04127036,986
dring,-0.060992666,986
bedrading,-0.050180003,986
zwelt,-0.0068923384,986
ontwijkt,-0.09154631,986
geluidloze,-0.025006775,986
woonwagen,-0.018886462,986
kalk,-0.072367355,986
bijstellen,-0.011471715,986
omdraai,-0.071621366,986
naaister,0.11138379,986
tod,-0.023937628,986
maximus,0.036125343,986
cornelis,0.016975574,986
deacon,-0.117104806,986
woonwijk,0.03511821,985
geïmponeerd,0.046482638,985
zuig,-0.019641131,985
edwina,0.04095459,985
antenne,0.046235822,985
aaneen,0.007290257,985
gymschoenen,-0.003296055,985
functionarissen,-0.02666164,985
living,0.06085411,985
afsnijden,-0.09214261,984
testte,0.052210335,984
rondde,0.031052183,984
wettig,-0.035130035,984
meedeelde,0.005708866,984
rimboe,-0.01640318,984
gedistingeerde,0.13179989,984
hekwerk,-0.0035559984,984
schuldeisers,-0.1112899,984
associaties,0.014702484,984
kwijl,-0.10473396,984
dwaalspoor,-0.043434795,984
toevertrouwde,0.042331096,984
karkas,-0.117459215,984
fabrikant,0.007167056,984
doorkruiste,0.0850578,984
fisher,0.039158724,984
corrie,0.056282092,984
grange,0.08206183,984
lourdes,0.06724429,984
christy,-0.035710655,984
vingerafdruk,-0.028755846,983
kaftan,0.08947647,983
dorpsbewoners,0.012756735,983
terrence,-0.048674025,983
föhn,0.009420462,983
emotieloze,-0.045404203,983
gaarne,0.09576304,983
maryland,0.042398255,983
eensgezind,0.028602842,983
mantels,0.033188056,983
reliëf,0.10574514,983
aanbidders,0.075094596,983
doorgewerkt,0.0024651298,983
nootjes,0.041002534,983
rotterdamse,0.060586482,983
zelfstandigheid,0.08063728,983
brouwers,0.029015325,983
leidende,0.06820127,983
bind,-0.05856529,983
provincies,0.042258006,983
lynette,0.035480436,983
nicolaas,0.02253614,983
kokhalsde,-0.14048207,982
donderend,-0.039444957,982
formidabele,0.060127944,982
verfoeide,-0.059471272,982
homoseksuele,-0.060401298,982
havermout,0.029648833,982
thermosfles,0.046691522,982
gevergd,-0.0132204965,982
hola,0.030461613,982
gedraaide,0.042639114,982
bolletjes,0.04390887,982
huivert,-0.09759772,982
pruisen,-0.037256196,982
medeweten,-0.038297247,982
willis,-0.04983623,982
myles,-0.051864363,982
liams,-0.0025345758,982
packouz,-0.022702109,982
kussentje,0.06640002,981
maximum,0.032084763,981
opraapte,-0.055636458,981
uitblies,0.015969582,981
dieu,0.0057945363,981
staafje,-0.008287393,981
pluis,-0.00028835982,981
kriebel,-0.015125319,981
waarboven,0.07876371,981
traktatie,0.11875223,981
marcheerden,0.010177402,981
mythologie,0.11479985,981
weggeblazen,-0.06907729,981
wegglippen,-0.04728022,981
mormel,-0.10136596,981
boei,-0.00897659,981
1900,0.0749622,981
rabbijn,0.040927142,981
aline,-0.06722313,981
dagmar,0.07517943,981
catrin,-0.048129857,981
kristin,0.04559368,981
thorne,-0.0034424271,981
katch,0.09205316,981
gebiedende,0.013268129,980
waarborgen,0.03649714,980
verrotte,-0.14754562,980
competent,0.117195174,980
letterlijke,0.013253048,980
verzorgster,0.043128774,980
manke,-0.1160495,980
bloemengeur,0.12566237,980
voortbrengen,0.01581207,980
voortzetting,0.094971225,980
simona,-0.018584657,980
onhandigheid,-0.06981781,980
cees,-0.0056721615,980
maguire,0.050237432,980
holleeder,-0.10342216,980
openend,0.024643429,979
geneest,-0.007380571,979
wezenloze,-0.064526476,979
patent,0.061907623,979
opvrolijken,0.028889827,979
sportzaal,0.05493316,979
zesjarige,-0.0039320104,979
slagboom,-0.005569961,979
sneetjes,-0.0279402,979
obscure,0.05618187,979
garderobekast,0.009528451,979
bovenin,0.05908048,979
xandra,0.048654206,979
chloes,0.007171266,979
marlie,0.08347565,979
setrákus,-0.092726246,979
ando,-0.015831199,979
meesleuren,-0.09846619,978
strikje,0.035037033,978
nauwsluitend,0.13596758,978
prieel,0.13209438,978
verbrandt,-0.049359933,978
zakenrelaties,0.06789065,978
groeperingen,-0.04532426,978
chocolaatjes,0.08895274,978
boekenplank,0.04215179,978
kleinigheden,0.0011649057,978
nachtlampje,0.034958728,978
caribische,0.16963816,978
vertrekhal,0.016931087,978
verwikkelingen,0.0017032474,978
scriptie,0.04640678,978
scholing,0.14511117,978
ko,-0.008491234,978
shilling,-0.0001077191,978
matias,-0.0153530305,978
berghelling,0.010991737,977
drukste,0.03826526,977
aarons,-0.07180722,977
machinegeweren,-0.09555389,977
afrekening,-0.13031688,977
erwten,-0.010765083,977
opbloeien,0.07568767,977
95,0.0134713575,977
zoemden,0.033925094,977
lappenpop,-0.04905426,977
musicus,0.1729625,977
bankrekeningen,-0.019908968,977
katies,-0.030560024,977
megs,0.05151107,977
lucía,0.015206552,977
moordonderzoek,-0.083535954,976
uitschrijven,-0.06412998,976
treiteren,-0.147353,976
idool,0.067702696,976
vlamden,-0.053453095,976
cateraar,0.13124338,976
somberder,-0.035098955,976
opel,-0.032385662,976
got,0.07924163,976
kruit,-0.07962945,976
meehelpen,-0.033724543,976
ballast,-0.050034627,976
aanzwellende,0.03384752,976
kitten,-0.0057602525,976
kenia,0.038485065,976
eugène,0.01527868,976
gewaardeerde,0.06357302,975
vijftigste,0.021320155,975
leien,0.044499733,975
nieuwsgieriger,-0.032475673,975
weifelde,-0.013527166,975
provence,0.15934509,975
ondankbare,-0.13274002,975
kong,-0.07176039,975
achterneef,0.020766973,975
openlucht,0.082991615,975
processie,0.0523,975
kramen,-0.03128874,975
geestige,0.10971624,975
opdoken,-0.03448951,975
terugkerend,0.06563577,975
duurzaam,0.118927985,975
soraya,0.060405314,975
tiny,-0.07002169,975
gitarist,0.12516059,975
duarte,0.00804773,975
michels,0.023479395,975
sidonie,0.021150434,975
opstaand,0.00953735,974
hemdsmouwen,-0.0011132266,974
geloften,0.014849961,974
zelfgebakken,0.08392719,974
inkeer,-0.0001662001,974
bestijgen,0.0024371445,974
promenade,0.09304796,974
ontevredenheid,-0.049676463,974
kids,0.02771093,974
gepensioneerd,0.024206163,974
waarschuwden,-0.061724693,974
1951,0.038066827,974
onbereikbare,0.086742505,974
schampte,-0.06525405,974
voortkomt,-0.022793703,974
doorslaggevend,-0.0038818493,974
stimulans,0.10219829,974
gestapo,-0.1541229,974
hongersnood,-0.13386673,974
tegengif,-0.01966466,974
eilandbewoners,0.07669237,974
zohra,0.026970766,974
ontwapenende,0.10528029,973
robijn,0.107957006,973
dwingender,0.022378944,973
daags,-0.016078822,973
born,0.040022753,973
geraniums,0.082896724,973
camoufleren,-0.06587401,973
geblinddoekt,-0.09413044,973
opstegen,0.036422435,973
zu,0.022065733,973
getergde,-0.10027948,973
amor,0.07328651,973
moeilijkheid,-0.013390511,973
urgentie,0.0191786,973
fortuyn,-0.07560639,973
op-,-0.0017589703,973
winsten,-0.0076881945,973
opensloeg,0.0070701353,973
tarief,0.058012173,973
ge-sms,0.01116341,973
linde,0.02947187,973
mariska,0.036169995,973
mcadams,0.011413835,973
jatten,-0.11497766,972
kruipend,-0.093495116,972
levenservaring,0.09929778,972
juk,-0.0638828,972
vangnet,-0.005243808,972
exen,-0.055824544,972
verzamelaar,0.06387667,972
doelbewuste,0.027453968,972
naasten,-0.045811586,972
getooid,0.11982965,972
eervol,-0.05984708,972
opwaaien,-0.015252229,972
kozijnen,0.00907572,972
stanford,0.05550381,972
harres,-0.038729772,972
holbewoner,-0.025534593,971
uitstapten,0.022038635,971
veiligheidsmaatregelen,0.0010494068,971
selma,-0.04118949,971
kinderloos,-0.009812444,971
rijtjeshuis,0.0624074,971
kattig,-0.07827707,971
krabbelt,-0.07768167,971
bliss,0.08543399,971
bureaucratie,-0.0774935,971
welwillendheid,0.07160886,971
spetters,-0.09921414,971
fluisterende,0.04008535,971
eerstejaars,0.04739938,971
len,-0.030195707,971
wetsdokter,-0.08004571,971
hastings,-0.032864492,971
machtiger,0.010356754,970
opdragen,-0.041762076,970
bedriegster,-0.08617366,970
gros,-0.016018339,970
uitstraalden,0.07759421,970
schokkerig,0.026964098,970
benige,0.013581757,970
pang,-0.10970196,970
kots,-0.15322669,970
doorpraten,-0.0257019,970
strohoed,0.050121106,970
westkant,0.027255017,970
elimineren,-0.10971674,970
stuitten,-0.046947278,970
stoepje,-0.046181712,970
doneren,0.017600885,970
prescott,0.017581463,970
motelkamer,-0.05036153,970
aristo,0.0825763,970
quad,-0.04759032,970
sybill,-0.00877554,970
bepalingen,-0.0049809627,969
rokend,-0.036648724,969
binnenhuisarchitect,0.13589287,969
lotsbestemming,0.04567784,969
uitjes,0.098481104,969
middagmaal,0.07702225,969
kwekerij,0.06316394,969
stark,-0.015266478,969
uitgespeeld,0.031411935,969
vooroordeel,-0.07093488,969
afijn,-0.06411684,969
opentrekken,-0.056392185,969
vor,0.014396155,969
zeelui,-0.011708342,969
wegstuurde,-0.05788939,968
jubelde,0.10602166,968
ritz,0.12072104,968
oefent,0.0660229,968
speedboot,0.050858878,968
getraumatiseerd,-0.18376338,968
variërend,0.055375274,968
bevoegd,-0.00046915002,968
driejarige,0.025123298,968
gedragingen,-0.0018781424,968
wieden,-0.042463098,968
voorbeeldige,0.065218225,968
suki,-0.006095604,968
winslow,0.023340613,968
wraakzuchtige,-0.17952117,967
voorziet,0.057493187,967
any,-0.01701986,967
descartes,0.0766651,967
erfelijk,-0.06866261,967
verering,0.068654716,967
ijsberg,0.03100881,967
columbus,0.050219625,967
mailde,0.0318029,967
poef,0.015541675,967
katerina,0.002693046,967
guiliano,-0.028542055,967
druppeltje,-0.009260131,966
inviel,0.05998855,966
beklag,-0.075825416,966
maandelijks,-0.0073884856,966
dark,0.004936792,966
zesduizend,-0.009671996,966
moerassen,0.01865343,966
voorbijgaande,-0.0008053407,966
herkenbare,0.066287935,966
hóé,-0.066284016,966
afneemt,-0.043624245,966
aangerand,-0.19038233,966
seh,-0.0069690756,966
vrijgevigheid,0.08195311,966
marijke,0.013741409,966
spoorwegen,-0.0022075064,966
willemijn,0.0242485,966
gadeslaan,0.0056302734,965
koninklijken,-0.002656091,965
picknicktafel,0.03739888,965
worstelden,-0.039712198,965
schouderbandjes,0.09027027,965
schooltas,-0.018353475,965
hartverwarmend,0.12198296,965
handenvol,-0.02437736,965
poëtisch,0.13065548,965
hubert,-0.031350486,965
klemmend,-0.046016287,965
troeven,-0.011980504,965
extatische,0.040803693,965
kastelein,0.036592513,965
houdingen,0.015275441,965
motorrijder,-0.060465574,965
69,0.041737825,965
